time,training_accuracy,training_loss,test_accuracy,test_loss
2025-07-24 00:05:14.844087,84.75,-0.844,83.78,-0.8345
2025-07-24 00:08:08.771439,87.53,-0.8737,86.64,-0.8658
2025-07-24 00:10:06.417615,92.4,-0.9214,90.76,-0.905
