time,start_or_stop
2025-07-24 00:02:22.816176,START
2025-07-24 00:05:14.848098,STOP
2025-07-24 00:05:14.851850,START
2025-07-24 00:08:08.777472,STOP
2025-07-24 00:08:08.782884,START
2025-07-24 00:10:06.423393,STOP
